,rest,food_type,name,desc,price,img
388,Malakan Sushi,Wolt Specials,Fuse Tea® Şaftlalı 330 ml,,"2,55₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604785c2ab2eb83f15b3519b/54740488-8178-11eb-8986-d657517e2cc4_fuse_tea_peach_can.jpeg
389,Boombalambuz,DESSERTLƏR,Fruit Crepe,Qarışıq meyvəli və xüsusi şokoladlı Boombalambuz şirəsi ilə fəsəli,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/c8231a9a-4984-11ea-bebb-0a586474dd63_fruit_crepe.jpeg
390,Kumpir №1,KUMPİR,Vegetarian Kumpir,"Sobada kartof, kərə yağı, qızardılmış soğan, bibər, göbələk, qarğıdalı, yaşıl noxud, tomat sousu","6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fc0c0d88b1fc740e7023dbc/4ad58670-86fc-11eb-b01c-5e4e46105ee0_vegeterian_kumpir.jpeg
391,Kumpir №1,QƏLYANALTILAR,Kesadilya Ət ilə,"Tortilla lavaş, pendir, mal əti, soğan, şirin bibər, tomat sousu, xama","9,60₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fc0c0d88b1fc740e7023dbc/8b38bb8c-86fd-11eb-ac92-4a08a46c2940_quesadillias_beff.jpeg
392,Kumpir №1,İÇKİLƏR,Təzə Sıxılmış Portağal Şirəsi,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fc0c0d88b1fc740e7023dbc/fe778ede-86fd-11eb-bb19-1edec7b6941f_fanta__can_330ml.jpeg
393,La Vera Pizza,Wolt Specials,Marqarita Kombo 🤩,"Marqarita pizza 30 sm + kartof fri + içki seçimə görə (Coca-Cola®, Fanta®, Sprite® 300 ml)","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e297aa66e4584f7b33aed8b/2c25169c-80b6-11eb-9802-22e8a08db319_screenshot_2021_03_09_at_1.02.02_pm.jpeg
394,La Vera Pizza,PİZZA,Calzone Bolonyez,"Pizza sousu, mozarella pendiri, qıyma ət və parmezan pendiri
","9,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/108c16bc-410e-11ea-a6a4-0a5864746504_7_Calzone_Bolanezli.jpeg
395,La Vera Pizza,BURGERLƏR,La Vera Çizburger,"Dana və quzu əti, kahı, pomidor, pendir, xüsusi sous","7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5cccd942-3dd7-11ea-bbc1-0a5864736707_Burger.jpeg
396,La Vera Pizza,SALATLAR,Sezar Salatı,"Toyuq filesi, kahı, pomidor, suxari, sous, parmezan pendiri
","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/0c7b875c-436a-11ea-9120-0a586474dd16_Sezar_Salat_.jpeg
397,La Vera Pizza,ŞORBALAR,Mərci Şorbası,"Qırmızı mərci, soğan, sarımsaq, kartof, yerkökü, quru nanə
","3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/f33bab84-3dd1-11ea-95bd-0a586465c85f_1_M_rcim_k_s_orbas_.jpeg
398,La Vera Pizza,İÇKİLƏR,Ayran 250 ml,,"1,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/f81ece02-4983-11ea-bebb-0a586474dd63_doganay_shalgam_330_ml.jpeg
399,Kebab Express,Wolt Specials,Lahmacun Kombo 🤩,Lahmacun (2 əd.) + çiy köftə + ayran,"9,00₼",
400,Kebab Express,KABABLAR,Yoğurtlu Kabab,"Qatıq, qızarmış çorək, quzu əti
","13,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/238ae77a-42a8-11ea-b8af-0a586474c007_4_Alt__zm_li.jpeg
401,Kebab Express,DÜRÜMLƏR,Ciyər Dürüm,"Quyruq, ciyər, pul bibər, kimyon, soğan, cəfəri, pomidor, lavaş","5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/968954b4-42a3-11ea-91b3-0a586474b519_4_Ciy_r_du_ru_m.jpeg
402,Kebab Express,LAHMACUN VƏ PİDE,Quşbaşı Pide,"Quzu əti, pomidor, bibər","11,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5da9a148-42a4-11ea-be1e-0a5864697481_5_Qus_bas__l__Pide.jpeg
403,Kebab Express,QARNİRLƏR,Kartof Fri,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/05b2f5c8-42a6-11ea-81a8-0a586474b516_3_Kartof_Fri.jpeg
404,Kebab Express,ŞORBALAR,Mərci Şorbası,"Qırmızı mərci, soğan, sarımsaq, kartof, yerkökü, quru nanə
","3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/f33bab84-3dd1-11ea-95bd-0a586465c85f_1_M_rcim_k_s_orbas_.jpeg
405,Kebab Express,SALATLAR,Sezar Salatı,"Toyuq filesi, kahı, pomidor, suxari, sous, parmezan pendiri
","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/2510d3ee-436a-11ea-ae1b-0a586474dd16_Sezar_Salat_.jpeg
406,Kebab Express,BURGERLƏR,Urfa Çizburger,"Dana və quzu əti, kahı, pomidor, sous, pendir","7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/cef2a18e-42a3-11ea-b530-0a586474bc06_Burger.jpeg
407,Kebab Express,ŞİRNİYYAT,Fırın Sütlaç,"Süd, düyü, şəkər tozu, vanil, nişasta","3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/bf7a8752-42a4-11ea-adf0-0a586472f0a4_6_Su_tlac_.jpeg
408,Kebab Express,İÇKİLƏR,Ayran 250 ml,,"1,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/f81ece02-4983-11ea-bebb-0a586474dd63_doganay_shalgam_330_ml.jpeg
409,Adam's Curry,ŞORBALAR,Toyuq Manchow Çorbası,"Toyuq, noodle, sirkə, soya sousu, ağ və qara bibər","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/ff2a68e0-28a4-11eb-bb41-22682d25d8bd_chicken_manchow_soup.jpeg
410,Adam's Curry,BİZNES LANÇ,Vegetarian Biznes Lanç,"Dal şorbası, təzə salat, tərəvəz jalfrezi, düyü","10,40₼",
411,Adam's Curry,HİND VƏ ÇİN MƏTBƏXİ,Çili Göbələkli,Göbələklər hind ədviyyatları və çilli sousu ilə bişirilir,"12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/b507dd54-2987-11eb-9eef-d66c4e536533_crispy_chicken___crispy_cauliflower.jpeg
412,Adam's Curry,TANDOOR,Tandoori Gül Kələmi Kabab,Təndirdə qızardılmış hind ədviyyəli gül kələmləri,"11,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/e020356c-298d-11eb-af73-f23399f1e01e_tandoori_chicken.jpeg
413,Adam's Curry,CHEF'S SPECIAL,Palak Toyuq/Quzu,Hindistan ədviyyatları və ispanaq Curry sousu,"19,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/83433de0-298c-11eb-852a-36f655401bf0_chicken_malvan__lamb_malvan.jpeg
414,Adam's Curry,QƏLYANALTILAR,Raita,,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/5346cb44-28a5-11eb-9dff-c236459ad4eb_raita.jpeg
415,Adam's Curry,TANDOORI HİND ÇÖRƏYİ,Gobi Paratha,,"4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/dc5ed9a8-298b-11eb-a5aa-d22d4ba4a560_tandoori_roti.jpeg
416,Adam's Curry,DÜYÜ,Toyuq/Quzu/Balıq/ Krevet ilə Biryani,,"17,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/ca9658cc-298b-11eb-8943-d23c24988716_veg_fried_rice.jpeg
417,Adam's Curry,ÇİN MƏTBƏXİ,Hakka Noodle Tərəvəz/Toyuq,"Soğan, biber, zəncəfil, sarımsaq, əriştə ","17,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/4f43c1f8-28a7-11eb-9e79-c236459ad4eb_veg_hakka_noodle.jpeg
418,Adam's Curry,HİND CURRY,Curry Toyuq/Quzu/Balıq/Krevet,Kremli curry,"18,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/b877ce72-28a6-11eb-878e-de0ed4205310_prawn_curry__chicken_curry.jpeg
419,Adam's Curry,VEGETARIAN,Malai Kofta,Kremli yogurt sousunda keshyu fındıqları ilə bişirilmiş Hindistan kəsmik pendir topları,"14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fb2273deee077c9aba526e7/5187ef14-298a-11eb-b681-b69a2efe4685_malai_kofta.jpeg
420,GAIA Restaurant,QƏLYANALTILAR,Qəlyanaltı Boşqabı,"Hisə verilmiş humus, qızardılmış noxud, sosis, pendir, qara və yaşıl zeytun, hisə verilmiş dana, qızardılmış lobya","13,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604f0b4c7fa4babfde72c347/86a6fbca-8562-11eb-a085-8a4cbf463bd0_gelyqnalti.jpeg
421,GAIA Restaurant,SENDVİÇLƏR,Dana Əti Burger,"Burqer çörəyi, qırmızı soğan, pendir, qızardılmış bekon, kahı, pomidor","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604f0b4c7fa4babfde72c347/9ae4fd4a-8561-11eb-b194-0a8253f8744b_burger.jpeg
422,GAIA Restaurant,SALATLAR,Sezar Salatı Hisə Verilmış Qızıl balıq ilə,"Aysberq kahı, sezar sousu, suxari, pomidor, qızıl balıq ","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604f0b4c7fa4babfde72c347/137fe0d0-8562-11eb-b970-4255cba476e9_caesar_salmon.jpeg
423,GAIA Restaurant,ƏSAS YEMƏKLƏR,Qızardılmış Dorado Balığı,Tərəvəzli salat ilə,"18,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604f0b4c7fa4babfde72c347/b2f2f35a-8562-11eb-8cd0-328664984dfe_dorado.jpeg
424,GAIA Restaurant,ŞORBALAR,Qaymaqlı İspanaq Şorbası Yumurta Sarısı ilə,,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604f0b4c7fa4babfde72c347/cc7506a6-8562-11eb-bb53-b6758de866d1_spinach.jpeg
425,GAIA Restaurant,İÇKİLƏR,Red Bull®,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/604f0b4c7fa4babfde72c347/80bb6dae-88a5-11eb-901a-f24a21847b00_red_bull_250_ml_new.jpeg
426,Paşa Dönər Fəvvarələr Meydanı,DÖNƏR,Şaurma Toyuq ilə (Lavaşda),"Lavaş, turşu xiyar, kartof, Paşa sous, toyuq","3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f7702da36717a1648128a29/f019f2de-0a19-11eb-a270-6e0fbc4ed91a_shaurma_lavashda.jpeg
427,Paşa Dönər Fəvvarələr Meydanı,FASTFUD,Kartof Fri,,"3,20₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f7702da36717a1648128a29/4c6aeb92-0a1a-11eb-9792-06fbbd18b452_fri.jpeg
428,Paşa Dönər Fəvvarələr Meydanı,İÇKİLƏR,Fuse Tea® 0.33 L (Banka),,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f7702da36717a1648128a29/e4716f80-0a1d-11eb-8e94-fe52078de5aa_fuse_tea_peach_can.jpeg
429,Compass Pub West,Wolt Specials,Set #3,"Sezar salatı, sousda toyuq qanadları, kartof fri, Coca-Cola, Filtrlənmiş Xırdalan 1l","18,99₼",
430,Compass Pub West,QƏLYANALTILAR,Bildirçin Hisə Verilmiş,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/6afec622-b5fc-11ea-955c-6e7451262a15_bildircin_kapchoniy.jpeg
431,Compass Pub West,ŞORBALAR,Mərci Şorbası,"Qırmızı mərcimək, baş soğan, yer kökü, bolqar bibəri, ədviyyat","5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/50ec96c8-b5f8-11ea-b208-ba227a953a85_merci_supu.jpeg
432,Compass Pub West,SALATLAR,Yunan Salatı,Pendir ilə,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/ce3f12fe-b5f8-11ea-ac44-5620483e652a______________.jpeg
433,Compass Pub West,SOYUQ QƏLYANALTILAR,Kolbasa Assorti,"Bərk hisə verilmiş kolbasa, ovçu kolbasası, krakov kolbasası","11,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/0aa9b1b8-b5f9-11ea-a9c3-7290c9d677eb__________________.jpeg
434,Compass Pub West,İSTİ QƏLYANALTILAR,Kolbasa Pivədə,,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/bba28f38-da1d-11ea-aaf6-86d749429985_img_5156.jpeg
435,Compass Pub West,BBQ,Halal Sosislər (3 əd.),,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/ff339baa-b620-11ea-abd0-caa579539b48_img_5194.jpeg
436,Compass Pub West,İSTİ YEMƏKLƏR,Svit Çili Toyuq,"Toyuq filesi, ədviyyat, sous","11,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/2d4e959a-b611-11ea-9f06-c2370c9c5dca________________.jpeg
437,Compass Pub West,GARNİRLƏR,Ev Sayağı Kartof,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/db32c488-d0c4-11ea-9aef-f67dfa157ba3_screenshot_2020_07_28_at_3.22.37_pm.jpeg
438,Compass Pub West,SOUSLAR,Svit Çili Sous,,"2,00₼",
439,Compass Pub West,PIVƏ ÜÇÜN BALIQ,Qurudulmuş Çapaq Balıq,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/1f5cbeda-b5f8-11ea-8f39-4e189b9f99a5______.jpeg
440,Compass Pub West,PİVƏLƏR,Xirdalan,,"4,00₼",
441,Compass Pub West,QABDA PİVƏ,Efes Zero,,"4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/9d641172-b5f1-11ea-bd0d-0a8a2cc782f9_efes_330ml.jpeg
442,Compass Pub West,SPİRTLİ İÇKİLƏR,Svoyak Araq 500 ml,,"23,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ef0f4488d9f32103bcb3657/27085e0e-b5f4-11ea-ab6a-12af1920d0dc_img_5203.jpeg
